epoch,train_loss,train_acc,val_loss,val_acc,val_precision,val_recall,val_f1
1,0.24880736471871287,0.9134163208852005,0.693125242680575,0.4966814159292035,0.24834070796460178,0.5,0.3318551367331855
2,0.11743575191102087,0.9659751037344398,0.6930410650979101,0.4988938053097345,0.7488913525498891,0.5021978021978022,0.33672277768149694
3,0.11272465771741721,0.9681881051175657,0.6909200802313543,0.8772123893805309,0.8991048540477962,0.8779926087275753,0.8756603037118269
4,0.09674948228221711,0.9684647302904564,0.6820920563377111,0.4966814159292035,0.24834070796460178,0.5,0.3318551367331855
5,0.1016042111119459,0.9698478561549101,0.6823851719366766,0.9336283185840708,0.9365025433452007,0.9339044029467192,0.9335450482239473
6,0.10070990556966962,0.9684647302904564,0.6921675611386257,0.497787610619469,0.7486157253599114,0.5010989010989011,0.3342935741721167
7,0.09764414137206137,0.9692946058091286,0.6928406004357127,0.8440265486725663,0.8691943326626426,0.8448934139357303,0.841550779603877
8,0.08090281089971339,0.9742738589211618,0.6926432615887802,0.8893805309734513,0.9003593416258324,0.8899336743434739,0.8887132593719685
9,0.08235127734095064,0.9742738589211618,0.6820052825244127,0.9314159292035398,0.931432012101097,0.9313982231576887,0.9314105576441103
10,0.08397282258108939,0.9731673582295989,0.6929322312363481,0.8174778761061947,0.8604503067756439,0.8186225800925133,0.8122391948792508
11,0.09854261264472912,0.9712309820193638,0.6923997512960856,0.9059734513274336,0.9137037627551021,0.9064318754741918,0.9055981384994723
12,0.0767898516191033,0.9767634854771784,0.6929555946746758,0.497787610619469,0.7486157253599114,0.5010989010989011,0.3342935741721167
13,0.07408371080346869,0.9770401106500691,0.6919424586591467,0.4966814159292035,0.24834070796460178,0.5,0.3318551367331855
14,0.07548743619752293,0.9773167358229599,0.693069744954067,0.5143805309734513,0.6566935342561766,0.5175089943464108,0.3782483428301062
15,0.0779000645176215,0.978146611341632,0.6841274077913403,0.9037610619469026,0.9154394753254069,0.9043221811595976,0.9031637270292733
16,0.06600954178746475,0.9798063623789764,0.6929532352801973,0.7898230088495575,0.8467556239543439,0.7911647372671872,0.7813456358238748
17,0.07350504437608343,0.9756569847856155,0.69299856751366,0.7278761061946902,0.8208626549858777,0.7296556450231284,0.7076095359808144
18,0.07890231421997933,0.975103734439834,0.6928645794370533,0.7820796460176991,0.8354014598540146,0.7833990063388727,0.7735951720779922
19,0.07155499098510745,0.9789764868603043,0.6926909811728823,0.4966814159292035,0.4983370288248337,0.49998531535279866,0.33379440142402017
20,0.07110053918377225,0.9762102351313969,0.6927617714468357,0.5973451327433629,0.7432624113475177,0.5998972074695905,0.5291666666666667
21,0.07191628218006296,0.975103734439834,0.6926377922032787,0.5232300884955752,0.6164052287581699,0.5261533566656061,0.4107239814214047
22,0.06659407775815612,0.9786998616874135,0.6904022904623927,0.9148230088495575,0.9161725437838687,0.9150174992045816,0.9147770193749809
23,0.0647941623587692,0.9778699861687413,0.692939313112107,0.8152654867256637,0.835971155647125,0.81608703100908,0.8126406268809718
24,0.06388057309916477,0.9806362378976486,0.6874134176600296,0.9413716814159292,0.9414054085808838,0.9413470716366039,0.9413658697767199
25,0.06821965256971237,0.9762102351313969,0.6913732823017424,0.8407079646017699,0.840909202195639,0.8407890550429526,0.8407009471597444
26,0.06925170793987677,0.9756569847856155,0.6910072048153497,0.9170353982300885,0.9172413793103449,0.9169656623999609,0.9170125497098499
27,0.056327812805679084,0.9798063623789764,0.6791555290728544,0.9347345132743363,0.9347391917293233,0.9347242957487947,0.9347305997427698
28,0.06689681657081158,0.9795297372060857,0.692290490707465,0.7555309734513275,0.8052634028294863,0.7568638488460315,0.7457853355507853
29,0.06942528892993761,0.978146611341632,0.6898861168760114,0.9236725663716814,0.924516730448435,0.9235296996989647,0.9236141471066912
30,0.06499545558524494,0.9789764868603043,0.6928004859823041,0.5630530973451328,0.7245592948717949,0.5658459580508578,0.47106076698262594
31,0.06344752021927391,0.9803596127247579,0.6911107929406968,0.6836283185840708,0.7681648655725639,0.6854793313590641,0.6578802506775068
32,0.049652037594884756,0.9828492392807745,0.6931082063016638,0.5287610619469026,0.6435492095869455,0.5316919161017156,0.41686250757116894
33,0.0522906155445269,0.9831258644536652,0.6917898343727652,0.8805309734513275,0.884674138195265,0.8808781419026408,0.8802725359677823
34,0.050459960758173064,0.9814661134163208,0.6918650401377044,0.8584070796460177,0.8822760348572529,0.8592378668102498,0.8563568832303812
35,0.054342724336504444,0.9803596127247579,0.6915200447614214,0.8827433628318584,0.883906269169427,0.8829290976284294,0.882685941509471
36,0.05225984401006463,0.9811894882434301,0.6930492293518201,0.5088495575221239,0.5847684653654803,0.5119263809686972,0.3769001490312966
37,0.049515503330380344,0.9845089903181189,0.6930917485625343,0.49557522123893805,0.48486470413321436,0.4987542524290854,0.34807279904351623
38,0.05616757155989875,0.9806362378976486,0.6930945705523534,0.5320796460176991,0.6676112412177986,0.535032673340023,0.418870390492618
39,0.0506697155609933,0.9800829875518672,0.3911804765982108,0.9280973451327433,0.9305643127364439,0.9278518808585624,0.9279632705852064
40,0.043105439241991006,0.9845089903181189,0.6838077660155507,0.9380530973451328,0.9381607360581325,0.9380063143982966,0.9380421798813323
41,0.04875992061798931,0.9806362378976486,0.693152575366265,0.49557522123893805,0.24806201550387597,0.49888641425389757,0.33136094674556216
42,0.04152686716859869,0.9839557399723374,0.6931456496230269,0.4966814159292035,0.4983370288248337,0.49998531535279866,0.33379440142402017
43,0.05958293595584432,0.979253112033195,0.6931465895830002,0.4988938053097345,0.7488913525498891,0.5021978021978022,0.33672277768149694
44,0.039306504866249994,0.9842323651452282,0.69305536282801,0.5674778761061947,0.7175970873786408,0.5702121931520595,0.481005205159642
45,0.05200890395978729,0.9806362378976486,0.6931474082237852,0.4966814159292035,0.24834070796460178,0.5,0.3318551367331855
46,0.04352918523975634,0.9831258644536652,0.6931205386609103,0.4966814159292035,0.24834070796460178,0.5,0.3318551367331855
47,0.03756974495710344,0.9847856154910096,0.6931262670365055,0.4966814159292035,0.24834070796460178,0.5,0.3318551367331855
48,0.04443130476624392,0.982295988934993,0.693111307853091,0.4966814159292035,0.24834070796460178,0.5,0.3318551367331855
49,0.032746959635330926,0.9856154910096818,0.6909369567854214,0.4966814159292035,0.24834070796460178,0.5,0.3318551367331855
50,0.049792539263929896,0.9800829875518672,0.6882465771869221,0.4966814159292035,0.24834070796460178,0.5,0.3318551367331855
51,0.0367485500926881,0.9839557399723374,0.6931338352439678,0.49557522123893805,0.24806201550387597,0.49888641425389757,0.33136094674556216
52,0.03720293909431735,0.9845089903181189,0.6927865648691633,0.4966814159292035,0.24834070796460178,0.5,0.3318551367331855
53,0.033645203629262904,0.9856154910096818,0.6929167899410281,0.497787610619469,0.7486157253599114,0.5010989010989011,0.3342935741721167
54,0.04226289401247899,0.983402489626556,0.6931480728419481,0.4988938053097345,0.7488913525498891,0.5021978021978022,0.33672277768149694
55,0.035209018897450685,0.9845089903181189,0.6931352889643306,0.4988938053097345,0.7488913525498891,0.5021978021978022,0.33672277768149694
56,0.028100160410419045,0.987551867219917,0.6931432960307704,0.497787610619469,0.7486157253599114,0.5010989010989011,0.3342935741721167
57,0.035224502837674414,0.983402489626556,0.69311948423892,0.4988938053097345,0.7488913525498891,0.5021978021978022,0.33672277768149694
58,0.02685295746173519,0.9867219917012447,0.6931443404307408,0.5022123893805309,0.7497219132369299,0.5054945054945055,0.3439556186298542
59,0.043468011895460006,0.9814661134163208,0.6931467921332976,0.49557522123893805,0.24806201550387597,0.49888641425389757,0.33136094674556216
60,0.03464806594861411,0.9850622406639004,0.693145178060616,0.4988938053097345,0.5822197475872308,0.5021684329033995,0.34052534192638256
61,0.027708234842241913,0.9869986168741355,0.6931453363030358,0.497787610619469,0.7486157253599114,0.5010989010989011,0.3342935741721167
62,0.026854245237382012,0.9872752420470262,0.6931291111802633,0.5022123893805309,0.6782927217709827,0.5054798208473041,0.3458250516199996
63,0.026280027081646323,0.9869986168741355,0.6912343818529517,0.5022123893805309,0.6386095592799503,0.5054651362001028,0.3476754926108374
